productCode,gross_weight,net_weight,product_type,selling_price
18RNG11021,1.02,1.02,18RNG,21.07
18RNG11020,0.94,0.94,18RNG,21.07
18RNG11019,1,1,18RNG,21.07
18RNG11018,1.04,1.04,18RNG,21.07
18RNG11017,1.01,1.01,18RNG,21.07
18RNG11016,1.2,1.2,18RNG,21.07
18RNG11015,0.83,0.83,18RNG,21.07
18RNG11014,0.78,0.78,18RNG,21.07
18RNG11013,0.92,0.92,18RNG,21.07
18RNG11012,0.95,0.95,18RNG,21.07
18RNG11011,0.94,0.94,18RNG,21.07
18RNG11010,0.95,0.95,18RNG,21.07
18RNG11009,0.92,0.92,18RNG,21.07
18RNG11008,0.72,0.72,18RNG,21.07
18RNG11007,0.75,0.75,18RNG,21.07
18RNG11006,1.1,1.1,18RNG,21.07
18RNG11005,0.77,0.77,18RNG,21.07
18RNG11004,1.06,1.06,18RNG,21.07
18RNG11003,0.96,0.96,18RNG,21.07
18RNG11002,0.8,0.8,18RNG,21.07
18RNG11001,1.01,1.01,18RNG,21.07
18RNG11000,0.79,0.79,18RNG,21.07
18RNG10999,0.84,0.84,18RNG,21.07
18RNG10998,0.78,0.78,18RNG,21.07
18BRL06472,0.69,0.69,18BRL,21.07
18CHN17290,1.61,1.61,18CHN,21.07
18CHN17289,0.79,0.79,18CHN,21.07
21BRL01396,9.59,9.59,21KBRL,8.99
18RNG11044,1.82,1.82,18RNG,16.5
18RNG11043,2.52,2.52,18RNG,16.5
18RNG11042,6.96,6.96,18RNG,16.5
18RNG11040,2.56,2.56,18RNG,16.5
18RNG11039,2.37,2.37,18RNG,16.5
18RNG11036,2.25,2.25,18RNG,16.5
18RNG11035,2.74,2.74,18RNG,16.5
18RNG11034,2.63,2.63,18RNG,16.5
18RNG11033,2.26,2.26,18RNG,16.5
18PND16273,1.9,1.9,18PND,16.5
18PND16269,1.83,1.83,18PND,16.5
18PND16266,2,2,18PND,16.5
18PND16260,2,2,18PND,16.5
18PND16259,1.83,1.83,18PND,16.5
18PND16258,1.73,1.73,18PND,16.5
18PND16257,4.21,4.21,18PND,16.5
18PND16256,1.82,1.82,18PND,16.5
18PND16255,1.81,1.81,18PND,16.5
18PND16254,3.75,3.75,18PND,16.5
18ERS16735,4.9,4.9,18ERS,16.5
18ERS16734,2.3,2.3,18ERS,16.5
18BRL06477,3.74,3.74,18BRL,16.5
18BRL06476,3.03,3.03,18BRL,16.5
18BRL06475,3.51,3.51,18BRL,16.5
18BRL06474,3.01,3.01,18BRL,16.5
18BRL06473,6.77,6.77,18BRL,16.5
18CHN17312,8.93,8.93,18CHN,16.5
18CHN17305,1.58,1.58,18CHN,16.5
18CHN17300,1.62,1.62,18CHN,16.5
18CHN17296,1.62,1.62,18CHN,16.5
18CHN17294,1.63,1.63,18CHN,16.5
18CHN17293,1.62,1.62,18CHN,16.5
18BGL02784,12.6,12.6,18BGL,16.5
18BGL02786,10.6,10.6,18BGL,16.5
21CHN02094,1.63,1.63,21KCHN,14.62
18RNG11058,3.14,3.14,18RNG,21.07
18RNG11057,7.6,7.6,18RNG,21.07
18RNG11056,4.53,4.53,18RNG,21.07
18RNG11055,1.75,1.75,18RNG,21.07
18RNG11054,0.72,0.72,18RNG,21.07
18PND16275,2.18,2.18,18PND,21.07
18ERS16738,2.04,2.04,18ERS,21.07
21PND01465,2.63,2.63,21KPND,14.62
18BRL06483,5.25,5.25,18BRL,21.07
18BRL06479,2.65,2.65,18BRL,21.07
18BRL06478,14.34,14.34,18BRL,21.07
18CHN17319,0.85,0.85,18CHN,21.07
18CHN17318,0.39,0.39,18CHN,21.07
18CHN17317,9.86,9.86,18CHN,21.07
18CHN17316,2.41,2.41,18CHN,21.07
18CHN17315,1.38,1.38,18CHN,21.07
18CHN17314,1.62,1.62,18CHN,21.07
21RNG02497,6.9,6.9,21KRNG,14.62
21RNG02496,7.08,7.08,21KRNG,14.62
21RNG02487,0.38,0.38,21KRNG,14.62
21CHN02096,15.59,15.59,21KCHN,14.62
21CHN02095,2.12,2.12,21KCHN,14.62
21RNG02486,0.48,0.48,21KRNG,14.62
21RNG02485,0.35,0.35,21KRNG,14.62
21RNG02484,0.47,0.47,21KRNG,14.62
21RNG02483,0.37,0.37,21KRNG,14.62
21BRL01399,4.44,4.44,21KBRL,14.62
21RNG02494,0.95,0.95,21KRNG,14.62
21RNG02493,8.19,8.19,21KRNG,14.62
21RNG02492,0.32,0.32,21KRNG,14.62
21PND01466,1.67,1.67,21KPND,14.62
21RNG02491,0.37,0.37,21KRNG,14.62
21RNG02490,0.48,0.48,21KRNG,14.62
21ERS02036,8.21,8.21,21KERS,14.62
21ERS02035,1.66,1.66,21KERS,14.62
21RNG02489,0.47,0.47,21KRNG,14.62
21RNG02488,0.49,0.49,21KRNG,14.62
18RNG11068,0.66,0.66,18RNG,21.07
18RNG11067,0.93,0.93,18RNG,21.07
18RNG11066,0.33,0.33,18RNG,21.07
18RNG11065,0.78,0.78,18RNG,21.07
18RNG11064,0.5,0.5,18RNG,21.07
18RNG11063,0.33,0.33,18RNG,21.07
18RNG11062,0.33,0.33,18RNG,21.07
18RNG11061,0.43,0.43,18RNG,21.07
18RNG11059,0.53,0.53,18RNG,21.07
18PND16279,0.15,0.15,18PND,21.07
18PND16278,4.76,4.76,18PND,21.07
18PND16277,1.17,1.17,18PND,21.07
18PND16276,0.35,0.35,18PND,21.07
18ERS16751,0.66,0.66,18ERS,21.07
18ERS16750,1.44,1.44,18ERS,21.07
18ERS16749,0.68,0.68,18ERS,21.07
18ERS16747,1.29,1.29,18ERS,21.07
18ERS16746,0.64,0.64,18ERS,21.07
18ERS16745,0.76,0.76,18ERS,21.07
18ERS16743,0.65,0.65,18ERS,21.07
18ERS16742,1.68,1.68,18ERS,21.07
18ERS16741,0.6,0.6,18ERS,21.07
18BRL06484,0.35,0.35,18BRL,21.07
18BRL06485,0.9,0.9,18BRL,21.07
18BRL06486,0.44,0.44,18BRL,21.07
18BRL06487,0.51,0.51,18BRL,21.07
18BRL06488,0.69,0.69,18BRL,21.07
18BRL06489,1.44,1.44,18BRL,21.07
18BRL06491,0.5,0.5,18BRL,21.07
18BRL06493,1.84,1.84,18BRL,21.07
18BRL06494,0.44,0.44,18BRL,21.07
18BRL06495,0.79,0.79,18BRL,21.07
18CHN17332,0.8,0.8,18CHN,21.07
18CHN17330,1.3,1.3,18CHN,21.07
18CHN17329,1.26,1.26,18CHN,21.07
18CHN17328,1.05,1.05,18CHN,21.07
18CHN17327,0.76,0.76,18CHN,21.07
18CHN17326,2.28,2.28,18CHN,21.07
18CHN17325,0.58,0.58,18CHN,21.07
18CHN17323,0.45,0.45,18CHN,21.07
18CHN17321,1.04,1.04,18CHN,21.07
18CHN17320,3.4,3.4,18CHN,21.07
18RNG11083,4.41,4.41,18RNG,21.07
18RNG11082,4.44,4.44,18RNG,21.07
18RNG11081,10.21,10.21,18RNG,21.07
18RNG11080,3.71,3.71,18RNG,21.07
18RNG11079,2.23,2.23,18RNG,21.07
18RNG11078,4.49,4.49,18RNG,21.07
18RNG11077,2.12,2.12,18RNG,21.07
18RNG11076,0.83,0.83,18RNG,21.07
18RNG11075,1,1,18RNG,21.07
18RNG11074,0.84,0.84,18RNG,21.07
18RNG11072,0.55,0.55,18RNG,21.07
18RNG11071,1.53,1.53,18RNG,21.07
18RNG11070,2.25,2.25,18RNG,21.07
18RNG11069,2.17,2.17,18RNG,21.07
18PND16282,0.49,0.49,18PND,21.07
18PND16281,3.16,3.16,18PND,21.07
18ERS16762,0.66,0.66,18ERS,21.07
18ERS16761,0.86,0.86,18ERS,21.07
18ERS16760,0.88,0.88,18ERS,21.07
18ERS16759,0.65,0.65,18ERS,21.07
18ERS16758,1.66,1.66,18ERS,21.07
18ERS16757,0.86,0.86,18ERS,21.07
18ERS16756,6.98,6.98,18ERS,21.07
18ERS16755,0.75,0.75,18ERS,21.07
18ERS16754,1.5,1.5,18ERS,21.07
18ERS16753,1.43,1.43,18ERS,21.07
18ERS16752,0.65,0.65,18ERS,21.07
18BRL06502,0.51,0.51,18BRL,21.07
18BRL06501,0.39,0.39,18BRL,21.07
18BRL06500,2.39,2.39,18BRL,21.07
18BRL06499,0.81,0.81,18BRL,21.07
18BRL06498,0.45,0.45,18BRL,21.07
18CHN17378,1.03,1.03,18CHN,21.07
18CHN17377,0.52,0.52,18CHN,21.07
18CHN17375,3.03,3.03,18CHN,21.07
18BGL02790,15.82,15.82,18BGL,21.07
18BGL02791,26.47,26.47,18BGL,21.07
18CHN17374,1.08,1.08,18CHN,21.07
18CHN17373,1.27,1.27,18CHN,21.07
18CHN17372,0.66,0.66,18CHN,21.07
18CHN17371,0.98,0.98,18CHN,21.07
18CHN17370,3.48,3.48,18CHN,21.07
18CHN17368,0.99,0.99,18CHN,21.07
18CHN17366,0.55,0.55,18CHN,21.07
18CHN17365,0.69,0.69,18CHN,21.07
18CHN17364,0.43,0.43,18CHN,21.07
18CHN17363,1.02,1.02,18CHN,21.07
18CHN17362,0.76,0.76,18CHN,21.07
18CHN17361,1.27,1.27,18CHN,21.07
18CHN17360,5.07,5.07,18CHN,21.07
18CHN17359,1.68,1.68,18CHN,21.07
18CHN17358,1.04,1.04,18CHN,21.07
18CHN17357,0.48,0.48,18CHN,21.07
18CHN17356,1.1,1.1,18CHN,21.07
18CHN17355,0.53,0.53,18CHN,21.07
18CHN17354,1.21,1.21,18CHN,21.07
18CHN17353,0.49,0.49,18CHN,21.07
18CHN17352,0.44,0.44,18CHN,21.07
18CHN17351,0.45,0.45,18CHN,21.07
18CHN17349,0.62,0.62,18CHN,21.07
18CHN17346,1.33,1.33,18CHN,21.07
18CHN17344,1.59,1.59,18CHN,21.07
18CHN17343,1.16,1.16,18CHN,21.07
18CHN17342,0.96,0.96,18CHN,21.07
18CHN17341,5.45,5.45,18CHN,21.07
18CHN17340,1.01,1.01,18CHN,21.07
18CHN17339,1.07,1.07,18CHN,21.07
18CHN17338,0.46,0.46,18CHN,21.07
18CHN17336,0.62,0.62,18CHN,21.07
18CHN17335,0.53,0.53,18CHN,21.07
18CHN17334,58.51,58.51,18CHN,21.07
21RNG02498,2.7,2.7,21KRNG,14.62
21CHN02098,22.78,22.78,21KCHN,14.62
21BRL01401,4.06,4.06,21KBRL,14.62
21BRL01400,6.3,6.3,21KBRL,14.62
18RNG11090,7.04,7.04,18RNG,21.07
18RNG11089,0.89,0.89,18RNG,21.07
18RNG11088,5.63,5.63,18RNG,21.07
18RNG11086,1.25,1.25,18RNG,21.07
18PND16285,0.96,0.96,18PND,21.07
18PND16284,1.02,1.02,18PND,21.07
18PND16283,1.6,1.6,18PND,21.07
18ERS16773,1.08,1.08,18ERS,21.07
18ERS16772,0.9,0.9,18ERS,21.07
18ERS16771,1.09,1.09,18ERS,21.07
18ERS16770,1.17,1.17,18ERS,21.07
18ERS16769,1.17,1.17,18ERS,21.07
18ERS16768,1.19,1.19,18ERS,21.07
18ERS16765,1.57,1.57,18ERS,21.07
18ERS16764,4.93,4.93,18ERS,21.07
18ERS16763,0.83,0.83,18ERS,21.07
18CHN17389,0.66,0.66,18CHN,21.07
18CHN17387,1.41,1.41,18CHN,21.07
18CHN17385,0.68,0.68,18CHN,21.07
18CHN17384,1,1,18CHN,21.07
18CHN17382,1.03,1.03,18CHN,21.07
18CHN17381,4.61,4.61,18CHN,21.07
18CHN17380,5.76,5.76,18CHN,21.07
18CHN17379,0.78,0.78,18CHN,21.07
21ERS02037,8.16,8.16,21KERS,14.62
18BRL06506,0.57,0.57,18BRL,21.07
18BRL06505,9.87,9.87,18BRL,21.07
18BRL06504,3.17,3.17,18BRL,21.07
18BRL06503,12.9,12.9,18BRL,21.07
18BGL02796,11.79,11.79,18BGL,21.07
18BGL02795,6.75,6.75,18BGL,21.07
18BGL02794,19.06,19.06,18BGL,21.07
18RNG11097,2.84,2.84,18RNG,21.07
18RNG11096,0.4,0.4,18RNG,21.07
18RNG11093,1,1,18RNG,21.07
18RNG11092,2.33,2.33,18RNG,21.07
18RNG11091,1.87,1.87,18RNG,21.07
18PND16289,6.53,6.53,18PND,21.07
18PND16288,2.66,2.66,18PND,21.07
18PND16287,0.91,0.91,18PND,21.07
18ERS16777,3.49,3.49,18ERS,21.07
18ERS16776,1.65,1.65,18ERS,21.07
18ERS16775,1.59,1.59,18ERS,21.07
18ERS16774,2.03,2.03,18ERS,21.07
18BRL06531,0.74,0.74,18BRL,21.07
18BRL06529,1.86,1.86,18BRL,21.07
18BRL06528,0.79,0.79,18BRL,21.07
18BRL06526,1.91,1.91,18BRL,21.07
18BRL06525,0.86,0.86,18BRL,21.07
18BRL06524,1.79,1.79,18BRL,21.07
18BRL06523,0.28,0.28,18BRL,21.07
18BRL06521,0.87,0.87,18BRL,21.07
18BRL06520,1.79,1.79,18BRL,21.07
18BRL06519,0.51,0.51,18BRL,21.07
18BRL06518,0.81,0.81,18BRL,21.07
18BRL06517,0.71,0.71,18BRL,21.07
18BRL06516,0.75,0.75,18BRL,21.07
18BRL06514,0.88,0.88,18BRL,21.07
18BRL06513,0.74,0.74,18BRL,21.07
18BRL06512,0.71,0.71,18BRL,21.07
18BRL06511,0.87,0.87,18BRL,21.07
18BRL06510,0.76,0.76,18BRL,21.07
18BRL06509,0.63,0.63,18BRL,21.07
18BRL06508,0.75,0.75,18BRL,21.07
18BRL06507,0.84,0.84,18BRL,21.07
18BGL02797,3.94,3.94,18BGL,21.07
18BGL02798,7.25,7.25,18BGL,21.07
18CHN17411,14.28,14.28,18CHN,21.07
18CHN17410,49.72,49.72,18CHN,21.07
18CHN17408,34.29,34.29,18CHN,21.07
18CHN17407,23.27,23.27,18CHN,21.07
18CHN17406,39.09,39.09,18CHN,21.07
18CHN17405,47.28,47.28,18CHN,21.07
18CHN17403,7.88,7.88,18CHN,21.07
18CHN17402,3.14,3.14,18CHN,21.07
18CHN17401,10.83,10.83,18CHN,21.07
18CHN17399,4.74,4.74,18CHN,21.07
18CHN17398,4.44,4.44,18CHN,21.07
18CHN17396,1.66,1.66,18CHN,21.07
18CHN17394,1.42,1.42,18CHN,21.07
18CHN17393,1.34,1.34,18CHN,21.07
18CHN17392,0.37,0.37,18CHN,21.07
18CHN17391,6.27,6.27,18CHN,21.07
18CHN17390,1.32,1.32,18CHN,21.07
21CHN02102,2.32,2.32,21KCHN,14.62
21CHN02101,1.02,1.02,21KCHN,14.62
21CHN02100,1.01,1.01,21KCHN,14.62
21CHN02099,1.88,1.88,21KCHN,14.62
18RNG11102,3.18,3.18,18RNG,21.07
18RNG11101,0.5,0.5,18RNG,21.07
18PND16292,1.09,1.09,18PND,21.07
18PND16291,1.93,1.93,18PND,21.07
18PND16290,0.85,0.85,18PND,21.07
18ERS16782,1.25,1.25,18ERS,21.07
18ERS16781,2.55,2.55,18ERS,21.07
18ERS16780,0.91,0.91,18ERS,21.07
18ERS16779,1.34,1.34,18ERS,21.07
21PND01468,0.7,0.7,21KPND,14.62
21PND01467,2.71,2.71,21KPND,14.62
18BRL06534,0.32,0.32,18BRL,21.07
18CHN17418,1.25,1.25,18CHN,21.07
18CHN17417,1.93,1.93,18CHN,21.07
21BRL01406,9.06,9.06,21KBRL,14.62
21BRL01405,9.18,9.18,21KBRL,14.62
21BRL01403,6.82,6.82,21KBRL,14.62
21BRL01402,7.8,7.8,21KBRL,14.62
18PND16293,2,2,18PND,21.07
18ERS16786,6.3,6.3,18ERS,21.07
18BRL06535,3.61,3.61,18BRL,21.07
18BRL06536,5.21,5.21,18BRL,21.07
18CHN17422,1.31,1.31,18CHN,21.07
18CHN17421,1.52,1.52,18CHN,21.07
18CHN17420,2.35,2.35,18CHN,21.07
21RNG02506,8.2,8.2,21KRNG,14.62
21CHN02104,3.26,3.26,21KCHN,14.62
21CHN02103,1.32,1.32,21KCHN,14.62
21BRL01409,1.47,1.47,21KBRL,14.62
21BRL01407,3.57,3.57,21KBRL,14.62
21RNG02505,2.3,2.3,21KRNG,14.62
21BGL00134,17.11,17.11,21KBGL,14.62
21RNG02503,3.9,3.9,21KRNG,14.62
21PND01472,5.08,5.08,21KPND,14.62
21PND01471,5.83,5.83,21KPND,14.62
21PND01469,10.15,10.15,21KPND,14.62
21RNG02501,4.14,4.14,21KRNG,14.62
18RNG11113,0.48,0.48,18RNG,21.07
18RNG11112,2.36,2.36,18RNG,21.07
18RNG11111,1.82,1.82,18RNG,21.07
18RNG11110,2.52,2.52,18RNG,21.07
18RNG11108,4.52,4.52,18RNG,21.07
18RNG11107,5.96,5.96,18RNG,21.07
18RNG11106,3.98,3.98,18RNG,21.07
18RNG11104,3.7,3.7,18RNG,21.07
18RNG11103,1.26,1.26,18RNG,21.07
18ERS16787,5.44,5.44,18ERS,21.07
18BRL06547,1.71,1.71,18BRL,21.07
18BRL06543,2.59,2.59,18BRL,21.07
18BRL06542,8.61,8.61,18BRL,21.07
18BRL06541,3.34,3.34,18BRL,21.07
18BRL06539,15.05,15.05,18BRL,21.07
18BRL06537,8.85,8.85,18BRL,21.07
18CHN17435,4.3,4.3,18CHN,21.07
18CHN17434,4.6,4.6,18CHN,21.07
18CHN17433,5.77,5.77,18CHN,21.07
18CHN17432,3.05,3.05,18CHN,21.07
18CHN17431,26.2,26.2,18CHN,21.07
18CHN17430,6.13,6.13,18CHN,21.07
18CHN17429,5.71,5.71,18CHN,21.07
18CHN17427,4.71,4.71,18CHN,21.07
18CHN17426,2.76,2.76,18CHN,21.07
18CHN17425,3.96,3.96,18CHN,21.07
18CHN17424,3.2,3.2,18CHN,21.07
18CHN17423,5.98,5.98,18CHN,21.07
18RNG11116,4.95,4.95,18RNG,21.07
18RNG11115,1.78,1.78,18RNG,21.07
18RNG11114,3.65,3.65,18RNG,21.07
18PND16295,2.44,2.44,18PND,21.07
18BRL06555,3.83,3.83,18BRL,21.07
18BRL06554,8.15,8.15,18BRL,21.07
18BRL06552,1.24,1.24,18BRL,21.07
18BRL06551,7.36,7.36,18BRL,21.07
18BGL02801,15.5,15.5,18BGL,21.07
18CHN17446,8.76,8.76,18CHN,21.07
18CHN17443,4.22,4.22,18CHN,21.07
18CHN17445,15.77,15.77,18CHN,21.07
18CHN17441,4.2,4.2,18CHN,21.07
18CHN17439,2.53,2.53,18CHN,21.07
18CHN17437,1.4,1.4,18CHN,21.07
21CHN02111,3.91,3.91,21KCHN,14.62
21CHN02110,2.73,2.73,21KCHN,14.62
21CHN02106,5.18,5.18,21KCHN,14.62
21CHN02108,3.56,3.56,21KCHN,14.62
21CHN02107,0.79,0.79,21KCHN,14.62
21BRL01413,4.15,4.15,21KBRL,14.62
21BRL01412,16.68,16.68,21KBRL,14.62
21BRL01416,0.71,0.71,21KBRL,14.62
21BRL01417,13,13,21KBRL,14.62
21RNG02514,1.73,1.73,21KRNG,14.62
21RNG02512,1.29,1.29,21KRNG,14.62
21PND01475,4.37,4.37,21KPND,14.62
21PND01473,2.77,2.77,21KPND,14.62
21PND01474,3.41,3.41,21KPND,14.62
21ERS02039,10.4,10.4,21KERS,14.62
21PND01477,1.34,1.34,21KPND,14.62
24BAR0027,10,10,24BARCO,0
24BAR0037,10,10,24BARCO,0
24BAR0042,1,1,24BARCO,0
24BAR0029,5,5,24BARCO,0
24BAR0036,10,10,24BARCO,0
21BRL01419,10.81,10.81,21KBRL,14.62
18RNG11118,3.61,3.61,18RNG,21.07
18PND16297,0.32,0.32,18PND,21.07
18PND16296,0.75,0.75,18PND,21.07
18ERS16792,2.79,2.79,18ERS,21.07
18ERS16790,0.99,0.99,18ERS,21.07
18BRL06557,0.69,0.69,18BRL,21.07
18BRL06556,0.52,0.52,18BRL,21.07
18CHN17468,0.87,0.87,18CHN,21.07
18CHN17467,0.66,0.66,18CHN,21.07
18CHN17466,0.8,0.8,18CHN,21.07
18CHN17465,1.03,1.03,18CHN,21.07
18CHN17464,0.72,0.72,18CHN,21.07
18CHN17462,1.35,1.35,18CHN,21.07
18CHN17461,1.19,1.19,18CHN,21.07
18CHN17460,1.02,1.02,18CHN,21.07
18CHN17459,1.06,1.06,18CHN,21.07
18CHN17458,1.12,1.12,18CHN,21.07
18CHN17457,0.99,0.99,18CHN,21.07
18CHN17456,1.36,1.36,18CHN,21.07
18CHN17453,1.24,1.24,18CHN,21.07
18CHN17451,1,1,18CHN,21.07
18CHN17450,1.75,1.75,18CHN,21.07
18CHN17449,0.95,0.95,18CHN,21.07
21RNG02518,3.2,3.2,21KRNG,14.5
21RNG02517,2.37,2.37,21KRNG,14.5
18CHN17470,0.65,0.65,18CHN,21.06
18RNG11119,3.23,3.23,18RNG,21.07
18PND16299,0.54,0.54,18PND,21.07
18PND16298,0.61,0.61,18PND,21.07
18BRL06559,4.75,4.75,18BRL,21.07
18RNG11126,7.61,7.61,18RNG,25
18RNG11122,3.68,3.68,18RNG,25
18RNG11121,5.28,5.28,18RNG,25
18BGL02814,10.71,10.71,18BGL,25
18BGL02805,10.02,10.02,18BGL,25
21RNG02553,3.7,3.7,21KRNG,18
21RNG02552,2.32,2.32,21KRNG,18
21RNG02551,3.54,3.54,21KRNG,18
21RNG02550,3.6,3.6,21KRNG,18
21RNG02549,2.41,2.41,21KRNG,18
21RNG02547,2.91,2.91,21KRNG,18
21RNG02545,2.63,2.63,21KRNG,18
21RNG02544,2.66,2.66,21KRNG,18
21RNG02542,3.61,3.61,21KRNG,18
21RNG02541,3.79,3.79,21KRNG,18
21RNG02540,1.1,1.1,21KRNG,18
21RNG02539,0.85,0.85,21KRNG,18
21RNG02538,4.41,4.41,21KRNG,20
21RNG02537,5.26,5.26,21KRNG,20
21RNG02534,5.64,5.64,21KRNG,20
21RNG02533,5.18,5.18,21KRNG,20
21CHN02136,6.5,6.5,21KCHN,18
21CHN02135,6.61,6.61,21KCHN,18
21CHN02134,4.99,4.99,21KCHN,18
21CHN02133,7.33,7.33,21KCHN,18
21CHN02132,6.72,6.72,21KCHN,18
21CHN02130,5.79,5.79,21KCHN,18
21CHN02129,6.23,6.23,21KCHN,18
21CHN02127,5.57,5.57,21KCHN,18
21CHN02126,3.45,3.45,21KCHN,12
21CHN02124,3.55,3.55,21KCHN,12
21CHN02115,3.56,3.56,21KCHN,12
21RNG02526,1.35,1.35,21KRNG,19
21RNG02523,2.26,2.26,21KRNG,19
21RNG02522,4.31,4.31,21KRNG,19
21RNG02520,2.2,2.2,21KRNG,14
21RNG02638,4.97,4.97,21KRNG,16
21BRL01441,6.12,6.12,21KBRL,16
21BRL01440,5.92,5.92,21KBRL,16
21BRL01438,8.05,8.05,21KBRL,18
21BRL01437,10.19,10.19,21KBRL,18
21BRL01436,9.42,9.42,21KBRL,18
21BRL01435,8.76,8.76,21KBRL,18
21BRL01433,6.53,6.53,21KBRL,18
21BRL01432,1.33,1.33,21KBRL,18
21BRL01431,1.03,1.03,21KBRL,18
21BRL01430,2.04,2.04,21KBRL,18
21BRL01429,1.48,1.48,21KBRL,18
21BRL01428,1.67,1.67,21KBRL,18
21BRL01427,1.92,1.92,21KBRL,18
21BRL01426,1.84,1.84,21KBRL,18
21BRL01425,0.99,0.99,21KBRL,18
21BRL01424,2.08,2.08,21KBRL,18
21BRL01423,1.71,1.71,21KBRL,18
21RNG02633,5,5,21KRNG,16
21RNG02632,4.7,4.7,21KRNG,16
21RNG02631,3.3,3.3,21KRNG,16
21RNG02629,4.7,4.7,21KRNG,16
21RNG02625,3.98,3.98,21KRNG,16
21RNG02624,2.61,2.61,21KRNG,16
21RNG02620,4.03,4.03,21KRNG,16
21RNG02618,2.88,2.88,21KRNG,16
21RNG02616,4.72,4.72,21KRNG,16
21RNG02614,3.71,3.71,21KRNG,16
21RNG02613,3.87,3.87,21KRNG,16
21RNG02612,4.19,4.19,21KRNG,16
21RNG02611,4.08,4.08,21KRNG,16
21RNG02610,4.3,4.3,21KRNG,16
21RNG02608,2.9,2.9,21KRNG,16
21RNG02607,4.59,4.59,21KRNG,16
21RNG02606,4.38,4.38,21KRNG,16
21RNG02603,3.67,3.67,21KRNG,16
21RNG02601,1.74,1.74,21KRNG,16
21RNG02600,5.84,5.84,21KRNG,16
21RNG02596,4.22,4.22,21KRNG,16
21RNG02595,2.98,2.98,21KRNG,16
21RNG02592,8.88,8.88,21KRNG,16
21RNG02591,3.84,3.84,21KRNG,16
21RNG02589,3.13,3.13,21KRNG,16
21RNG02588,8.98,8.98,21KRNG,16
21PND01501,3.44,3.44,21KPND,18
21RNG02585,3.02,3.02,21KRNG,16
21PND01500,3.61,3.61,21KPND,18
21PND01498,3.83,3.83,21KPND,18
21PND01497,4.25,4.25,21KPND,18
21PND01496,1.73,1.73,21KPND,18
21PND01494,1.75,1.75,21KPND,18
21PND01493,1.65,1.65,21KPND,18
21RNG02584,5.63,5.63,21KRNG,16
21PND01490,2.43,2.43,21KPND,12
21PND01484,3.09,3.09,21KPND,14
21PND01481,3.74,3.74,21KPND,14
21PND01479,3.82,3.82,21KPND,14
21RNG02581,5.43,5.43,21KRNG,16
21RNG02579,3.59,3.59,21KRNG,16
21RNG02578,3.43,3.43,21KRNG,16
21RNG02572,2.7,2.7,21KRNG,16
21RNG02567,6.86,6.86,21KRNG,16
21RNG02565,2.69,2.69,21KRNG,16
21RNG02564,4.76,4.76,21KRNG,16
21ERS02059,3.43,3.43,21KERS,18
21ERS02058,3.1,3.1,21KERS,18
21ERS02056,4.2,4.2,21KERS,18
21ERS02055,2.22,2.22,21KERS,18
21ERS02053,2.34,2.34,21KERS,18
21ERS02052,2.16,2.16,21KERS,18
21ERS02051,2.82,2.82,21KERS,18
21ERS02050,2.67,2.67,21KERS,18
21ERS02049,2.63,2.63,21KERS,18
21ERS02048,5.75,5.75,21KERS,18
21ERS02047,2.86,2.86,21KERS,18
21ERS02046,1.66,1.66,21KERS,18
21RNG02561,4.42,4.42,21KRNG,16
21ERS02041,4.02,4.02,21KERS,14
21RNG02557,5.44,5.44,21KRNG,16
18RNG11143,4.1,4.1,18RNG,30
18RNG11142,3.4,3.4,18RNG,30
18RNG11141,5.71,5.71,18RNG,30
18RNG11140,4.53,4.53,18RNG,30
18RNG11139,3.39,3.39,18RNG,30
18RNG11133,4.5,4.5,18RNG,30
18RNG11129,1.94,1.94,18RNG,30
18RNG11136,4.61,4.61,18RNG,30
18RNG11131,1.97,1.97,18RNG,30
18RNG11138,4.6,4.6,18RNG,30
18RNG11134,4.34,4.34,18RNG,30
18RNG11128,2.02,2.02,18RNG,30
18PND16306,1.6,1.6,18PND,30
18PND16305,3.95,3.95,18PND,30
18PND16304,4.27,4.27,18PND,30
18PND16303,2.75,2.75,18PND,30
18ERS16800,4.55,4.55,18ERS,30
18ERS16799,4.58,4.58,18ERS,30
18ERS16798,2.2,2.2,18ERS,30
18ERS16797,2.3,2.3,18ERS,30
18ERS16796,2.25,2.25,18ERS,30
18ERS16795,2.27,2.27,18ERS,30
18BRL06564,5.57,5.57,18BRL,28
18BRL06567,3,3,18BRL,28
18BRL06568,5.25,5.25,18BRL,28
18BRL06569,5.55,5.55,18BRL,28
18BRL06571,6.43,6.43,18BRL,28
18BRL06572,5.6,5.6,18BRL,28
18CHN17487,5.7,5.7,18CHN,30
18CHN17482,4.44,4.44,18CHN,28
18CHN17479,7.73,7.73,18CHN,28
18CHN17483,9.53,9.53,18CHN,28
18CHN17481,4.43,4.43,18CHN,28
18CHN17475,4.6,4.6,18CHN,28
18CHN17474,4.43,4.43,18CHN,28
18CHN17476,7.92,7.92,18CHN,28
18CHN17477,4.42,4.42,18CHN,28
18CHN17488,4.57,4.57,18CHN,28
18RNG11165,1.07,1.07,18RNG,30
18RNG11163,2.18,2.18,18RNG,30
18RNG11162,2.09,2.09,18RNG,30
18RNG11161,2.12,2.12,18RNG,30
18RNG11160,2.29,2.29,18RNG,30
18RNG11159,2.06,2.06,18RNG,30
